"","PercProtected","ResourceMobility","ProtectedCC","WorkingCC","MeanPayoff","meanTimeWorking"
"275",0.45,0.75,0.923588888888889,0.486809090909091,17,0.967104090255525
"276",0.5,0.75,0.9834,0.65252,17,0.968020107337082
"277",0.55,0.75,0.823618181818182,0.622222222222222,17,0.967539678409141
"278",0.6,0.75,0.679158333333333,0.575,17,0.965773568505145
"279",0.65,0.75,0.500384615384615,0.514285714285714,17,0.965665898408672
"280",0.7,0.75,0.01135,0.0184833333333333,0.7405,0.967506458206555
"281",0.75,0.75,0.0121066666666667,0.0238,0.544,0.966617180913189
"282",0.8,0.75,0.0125125,0.028125,0.788,0.967420738196833
"283",0.85,0.75,0.0107882352941176,0.0361333333333334,0.6435,0.967264568537222
"284",0.9,0.75,0.0108111111111111,0.0569000000000001,0.6525,0.967874098363346
"285",0.95,0.75,0.00853684210526316,0.0783999999999999,0.8305,0.966538151812987
"286",0.05,0.8,0.1706,0.00559473684210526,0.6935,0.963887653913991
"287",0.1,0.8,0.08755,0.00627777777777778,0.688,0.966228335872314
"288",0.15,0.8,0.0691666666666667,0.00554117647058824,0.8915,0.967714527918916
"289",0.2,0.8,0.04935,0.00561875,0.7445,0.964945193856257
"290",0.25,0.8,0.03416,0.00735333333333333,0.6865,0.961935010235178
"291",0.3,0.8,0.0269,0.00707142857142857,0.64,0.965956868207933
"292",0.35,0.8,0.743471428571429,0.241923076923077,17,0.967710072210878
"293",0.4,0.8,0.84665,0.358658333333333,17,0.966963092088018
"294",0.45,0.8,0.924677777777778,0.493854545454545,17,0.969766917950669
"295",0.5,0.8,0.9823,0.6527,17,0.967530106720067
"296",0.55,0.8,0.812845454545455,0.622222222222222,17,0.967314192953384
"297",0.6,0.8,0.65475,0.575,17,0.966029604138598
"298",0.65,0.8,0.474630769230769,0.514285714285714,17,0.964649107761434
"299",0.7,0.8,0.0119285714285714,0.01735,0.929,0.968007908239725
"300",0.75,0.8,0.0129733333333333,0.01844,0.93,0.965001018878178
"301",0.8,0.8,0.0097625,0.028025,0.5395,0.966869499639533
"302",0.85,0.8,0.0108764705882353,0.0350333333333334,0.7335,0.966361205556198
"303",0.9,0.8,0.00752777777777778,0.0501500000000001,0.6825,0.9669928287539
"304",0.95,0.8,0.00868947368421053,0.0921999999999999,0.733,0.965953296992251
"305",0.05,0.85,0.1787,0.00645789473684211,0.688,0.965858187188912
"306",0.1,0.85,0.0898,0.00539444444444444,0.7925,0.969227942890813
"307",0.15,0.85,0.0567,0.00754117647058824,0.6355,0.965767873941038
"308",0.2,0.85,0.044125,0.0066625,0.7355,0.966687230536245
"309",0.25,0.85,0.03086,0.00727333333333333,0.736,0.96922638112038
"310",0.3,0.85,0.03085,0.00836428571428571,0.697,0.966878001092765
"311",0.35,0.85,0.748157142857143,0.254615384615385,17,0.963126718509596
"312",0.4,0.85,0.8481375,0.364683333333333,17,0.965131471162652
"313",0.45,0.85,0.928766666666667,0.498827272727273,17,0.966546425654842
"314",0.5,0.85,0.98381,0.65629,17,0.965705616109547
"315",0.55,0.85,0.798809090909091,0.622222222222222,17,0.96231939431854
"316",0.6,0.85,0.630258333333333,0.575,17,0.967583988831075
"317",0.65,0.85,0.412692307692308,0.464428571428571,15.351,0.966592103484101
"318",0.7,0.85,0.0105357142857143,0.0171833333333333,0.69,0.96571979295192
"319",0.75,0.85,0.0104666666666667,0.02268,0.733,0.967842006474229
"320",0.8,0.85,0.0109625,0.031375,0.704,0.967261676682686
"321",0.85,0.85,0.00967647058823529,0.033,0.7365,0.965280538600546
"322",0.9,0.85,0.00948333333333333,0.0686000000000001,0.5375,0.964025181655357
"323",0.95,0.85,0.00962105263157895,0.0900999999999999,0.836,0.966157652179658
"324",0.05,0.9,0.1734,0.00626842105263158,0.739,0.960589704933342
"325",0.1,0.9,0.07695,0.00696666666666667,0.831,0.964437722612063
"326",0.15,0.9,0.0627666666666667,0.00654705882352941,0.69,0.967868719535678
"327",0.2,0.9,0.03955,0.0072,0.489,0.96368656227563
"328",0.25,0.9,0.0314,0.00726,0.7815,0.968277751334867
"329",0.3,0.9,0.0265666666666667,0.00825,0.694,0.967078840606523
"330",0.35,0.9,0.756742857142857,0.262069230769231,17,0.966098482498626
"331",0.4,0.9,0.8513,0.371766666666667,17,0.961729102678887
"332",0.45,0.9,0.931188888888889,0.502518181818182,17,0.969251696746384
"333",0.5,0.9,0.9864,0.65703,17,0.966937234029201
"334",0.55,0.9,0.789872727272727,0.622222222222222,17,0.967078262956519
"335",0.6,0.9,0.609741666666667,0.575,17,0.969010946100949
"336",0.65,0.9,0.0153076923076923,0.0182285714285714,0.8795,0.968128230602453
"337",0.7,0.9,0.00925,0.0208333333333333,0.685,0.970268721731169
"338",0.75,0.9,0.0119266666666667,0.0202,0.787,0.968565185533675
"339",0.8,0.9,0.00935,0.0272,0.5945,0.966064694105373
"340",0.85,0.9,0.0106,0.0368333333333334,0.503,0.965181293080552
"341",0.9,0.9,0.00775,0.0586000000000001,0.7835,0.969706127715622
"342",0.95,0.9,0.0101,0.1126,0.5445,0.964776711072494
"343",0.05,0.95,0.1571,0.00571052631578947,0.7365,0.968803290933913
"344",0.1,0.95,0.08035,0.00647777777777778,0.5885,0.968146855988044
"345",0.15,0.95,0.0545,0.00497647058823529,0.547,0.965732801053513
"346",0.2,0.95,0.04515,0.00569375,0.734,0.967505501492863
"347",0.25,0.95,0.02596,0.00638,0.5875,0.969087566238838
"348",0.3,0.95,0.0239333333333333,0.00777142857142857,0.692,0.967336385588968
"349",0.35,0.95,0.7657,0.270607692307692,17,0.966534556834863
"350",0.4,0.95,0.8597625,0.379183333333333,17,0.969398512154926
"351",0.45,0.95,0.933488888888889,0.505754545454545,17,0.967469685446669
"352",0.5,0.95,0.98669,0.65759,17,0.965301062488396
"353",0.55,0.95,0.776890909090909,0.622222222222222,17,0.964214852559226
"354",0.6,0.95,0.0554583333333333,0.575,17,0.969919383206344
"355",0.65,0.95,0.0397923076923077,0.464728571428571,15.351,0.96673452579721
"356",0.7,0.95,0.0108071428571429,0.0143666666666667,0.7755,0.96881271394903
"357",0.75,0.95,0.0100266666666667,0.01994,0.6855,0.969575746311605
"358",0.8,0.95,0.01158125,0.0262,0.596,0.966983389128811
"359",0.85,0.95,0.00959411764705882,0.0323333333333334,0.7405,0.965059446588491
"360",0.9,0.95,0.00728888888888889,0.0485000000000001,0.74,0.966095178140039
"361",0.95,0.95,0.00800526315789474,0.11,0.693,0.967638753276711
